0.1409460	154.0
0.1409470	154.0
0.1409480	154.0
0.1409490	154.0
0.1409500	153.0
0.1409510	153.0
0.1409520	153.0
0.1409530	153.0
0.1409540	152.0
0.1409550	152.0
0.1409560	152.0
0.1409570	152.0
0.1409580	151.0
0.1409590	151.0
0.1409600	151.0
0.1409610	150.0
0.1409620	150.0
0.1409630	150.0
0.1409640	149.0
0.1409650	149.0
0.1409660	148.0
0.1409670	148.0
0.1409680	148.0
0.1409690	147.0
0.1409700	147.0
0.1409710	146.0
0.1409720	146.0
0.1409730	146.0
0.1409740	145.0
0.1409750	145.0
0.1409760	145.0
0.1409770	144.0
0.1409780	144.0
0.1409790	144.0
0.1409800	143.0
0.1409810	143.0
0.1409820	143.0
0.1409830	143.0
0.1409840	142.0
0.1409850	142.0
0.1409860	142.0
0.1409870	142.0
0.1409880	142.0
0.1409890	141.0
0.1409900	141.0
0.1409910	141.0
0.1409920	141.0
0.1409930	141.0
0.1409940	141.0
0.1409950	141.0
0.1409960	141.0
0.1409970	141.0
0.1409980	141.0
0.1409990	141.0
0.1410000	141.0
0.1410010	141.0
0.1410020	141.0
0.1410030	141.0
0.1410040	141.0
0.1410050	141.0
0.1410060	141.0
0.1410070	141.0
0.1410080	141.0
0.1410090	141.0
0.1410100	141.0
0.1410110	141.0
0.1410120	140.0
0.1410130	140.0
0.1410140	140.0
0.1410150	140.0
0.1410160	140.0
0.1410170	139.0
0.1410180	139.0
0.1410190	139.0
0.1410200	139.0
0.1410210	138.0
0.1410220	138.0
0.1410230	138.0
0.1410240	138.0
0.1410250	137.0
0.1410260	137.0
0.1410270	137.0
0.1410280	136.0
0.1410290	136.0
0.1410300	136.0
0.1410310	136.0
0.1410320	135.0
0.1410330	135.0
0.1410340	135.0
0.1410350	135.0
0.1410360	134.0
0.1410370	134.0
0.1410380	134.0
0.1410390	134.0
0.1410400	134.0
0.1410410	134.0
0.1410420	134.0
0.1410430	134.0
0.1410440	133.0
0.1410450	133.0
0.1410460	133.0
0.1410470	133.0
0.1410480	133.0
0.1410490	133.0
0.1410500	133.0
0.1410510	133.0
0.1410520	133.0
0.1410530	133.0
0.1410540	133.0
0.1410550	133.0
0.1410560	133.0
0.1410570	133.0
0.1410580	133.0
0.1410590	133.0
0.1410600	133.0
0.1410610	133.0
0.1410620	133.0
0.1410630	133.0
0.1410640	133.0
0.1410650	133.0
0.1410660	133.0
0.1410670	133.0
0.1410680	133.0
0.1410690	133.0
0.1410700	133.0
0.1410710	133.0
0.1410720	133.0
0.1410730	133.0
0.1410740	133.0
0.1410750	133.0
0.1410760	133.0
0.1410770	132.0
0.1410780	132.0
0.1410790	132.0
0.1410800	132.0
0.1410810	132.0
0.1410820	132.0
0.1410830	132.0
0.1410840	132.0
0.1410850	132.0
0.1410860	131.0
0.1410870	131.0
0.1410880	131.0
0.1410890	131.0
0.1410900	131.0
0.1410910	131.0
0.1410920	131.0
0.1410930	131.0
0.1410940	130.0
0.1410950	130.0
0.1410960	130.0
0.1410970	130.0
0.1410980	130.0
0.1410990	130.0
0.1411000	130.0
0.1411010	130.0
0.1411020	130.0
0.1411030	130.0
0.1411040	130.0
0.1411050	129.0
0.1411060	129.0
0.1411070	129.0
0.1411080	129.0
0.1411090	129.0
0.1411100	129.0
0.1411110	129.0
0.1411120	129.0
0.1411130	129.0
0.1411140	129.0
0.1411150	129.0
0.1411160	129.0
0.1411170	129.0
0.1411180	129.0
0.1411190	129.0
0.1411200	129.0
0.1411210	129.0
0.1411220	129.0
0.1411230	129.0
0.1411240	129.0
0.1411250	129.0
0.1411260	129.0
0.1411270	129.0
0.1411280	129.0
0.1411290	128.0
0.1411300	128.0
0.1411310	128.0
0.1411320	128.0
0.1411330	128.0
0.1411340	128.0
0.1411350	128.0
0.1411360	128.0
0.1411370	128.0
0.1411380	128.0
0.1411390	128.0
0.1411400	128.0
0.1411410	128.0
0.1411420	128.0
0.1411430	128.0
0.1411440	128.0
0.1411450	128.0
0.1411460	128.0
0.1411470	128.0
0.1411480	128.0
0.1411490	128.0
0.1411500	128.0
0.1411510	128.0
0.1411520	128.0
0.1411530	128.0
0.1411540	128.0
0.1411550	128.0
0.1411560	128.0
0.1411570	127.0
0.1411580	127.0
0.1411590	127.0
0.1411600	127.0
0.1411610	127.0
0.1411620	127.0
0.1411630	127.0
0.1411640	127.0
0.1411650	127.0
0.1411660	127.0
0.1411670	127.0
0.1411680	127.0
0.1411690	127.0
0.1411700	127.0
0.1411710	127.0
0.1411720	127.0
0.1411730	126.0
0.1411740	126.0
0.1411750	126.0
0.1411760	126.0
0.1411770	126.0
0.1411780	126.0
0.1411790	126.0
0.1411800	126.0
0.1411810	126.0
0.1411820	126.0
0.1411830	126.0
0.1411840	126.0
0.1411850	126.0
0.1411860	126.0
0.1411870	126.0
0.1411880	126.0
0.1411890	126.0
0.1411900	126.0
0.1411910	126.0
0.1411920	126.0
0.1411930	126.0
0.1411940	126.0
0.1411950	126.0
0.1411960	126.0
0.1411970	127.0
0.1411980	127.0
0.1411990	127.0
0.1412000	127.0
0.1412010	127.0
0.1412020	127.0
0.1412030	127.0
0.1412040	127.0
0.1412050	127.0
0.1412060	127.0
0.1412070	127.0
0.1412080	127.0
0.1412090	127.0
0.1412100	127.0
0.1412110	127.0
0.1412120	127.0
0.1412130	127.0
0.1412140	127.0
0.1412150	126.0
0.1412160	126.0
0.1412170	126.0
0.1412180	126.0
0.1412190	126.0
0.1412200	126.0
0.1412210	126.0
0.1412220	126.0
0.1412230	126.0
0.1412240	126.0
0.1412250	126.0
0.1412260	126.0
0.1412270	126.0
0.1412280	126.0
0.1412290	125.0
0.1412300	125.0
0.1412310	125.0
0.1412320	125.0
0.1412330	125.0
0.1412340	125.0
0.1412350	125.0
0.1412360	125.0
0.1412370	125.0
0.1412380	125.0
0.1412390	125.0
0.1412400	125.0
0.1412410	125.0
0.1412420	125.0
0.1412430	125.0
0.1412440	125.0
0.1412450	126.0
0.1412460	125.0
0.1412470	125.0
0.1412480	125.0
0.1412490	125.0
0.1412500	126.0
0.1412510	126.0
0.1412520	126.0
0.1412530	125.0
0.1412540	125.0
0.1412550	125.0
0.1412560	125.0
0.1412570	125.0
0.1412580	125.0
0.1412590	125.0
0.1412600	125.0
0.1412610	125.0
0.1412620	125.0
0.1412630	125.0
0.1412640	125.0
0.1412650	125.0
0.1412660	125.0
0.1412670	125.0
0.1412680	125.0
0.1412690	125.0
0.1412700	125.0
0.1412710	125.0
0.1412720	125.0
0.1412730	125.0
0.1412740	125.0
0.1412750	125.0
0.1412760	125.0
0.1412770	125.0
0.1412780	125.0
0.1412790	125.0
0.1412800	125.0
0.1412810	125.0
0.1412820	125.0
0.1412830	125.0
0.1412840	125.0
0.1412850	125.0
0.1412860	125.0
0.1412870	125.0
0.1412880	125.0
0.1412890	125.0
0.1412900	125.0
0.1412910	125.0
0.1412920	125.0
0.1412930	125.0
0.1412940	125.0
0.1412950	125.0
0.1412960	125.0
0.1412970	125.0
0.1412980	125.0
0.1412990	125.0
0.1413000	125.0
0.1413010	125.0
0.1413020	125.0
0.1413030	125.0
0.1413040	125.0
0.1413050	125.0
0.1413060	125.0
0.1413070	125.0
0.1413080	125.0
0.1413090	125.0
0.1413100	125.0
0.1413110	125.0
0.1413120	125.0
0.1413130	124.0
0.1413140	124.0
0.1413150	124.0
0.1413160	125.0
0.1413170	125.0
0.1413180	124.0
0.1413190	124.0
0.1413200	124.0
0.1413210	124.0
0.1413220	124.0
0.1413230	125.0
0.1413240	124.0
0.1413250	124.0
0.1413260	125.0
0.1413270	125.0
0.1413280	124.0
0.1413290	124.0
0.1413300	124.0
0.1413310	125.0
0.1413320	125.0
0.1413330	124.0
0.1413340	124.0
0.1413350	124.0
0.1413360	124.0
0.1413370	124.0
0.1413380	124.0
0.1413390	124.0
0.1413400	124.0
0.1413410	124.0
0.1413420	124.0
0.1413430	124.0
0.1413440	124.0
0.1413450	124.0
0.1413460	124.0
0.1413470	124.0
0.1413480	124.0
0.1413490	124.0
0.1413500	124.0
0.1413510	124.0
0.1413520	124.0
0.1413530	124.0
0.1413540	124.0
0.1413550	124.0
0.1413560	124.0
0.1413570	124.0
0.1413580	124.0
0.1413590	124.0
0.1413600	124.0
0.1413610	124.0
0.1413620	124.0
0.1413630	124.0
0.1413640	124.0
0.1413650	124.0
0.1413660	124.0
0.1413670	124.0
0.1413680	124.0
0.1413690	124.0
0.1413700	124.0
0.1413710	124.0
0.1413720	123.0
0.1413730	123.0
0.1413740	123.0
0.1413750	123.0
0.1413760	123.0
0.1413770	123.0
0.1413780	123.0
0.1413790	123.0
0.1413800	123.0
0.1413810	123.0
0.1413820	123.0
0.1413830	123.0
0.1413840	123.0
0.1413850	123.0
0.1413860	124.0
0.1413870	123.0
0.1413880	123.0
0.1413890	124.0
0.1413900	124.0
0.1413910	124.0
0.1413920	124.0
0.1413930	123.0
0.1413940	123.0
0.1413950	123.0
0.1413960	123.0
0.1413970	124.0
0.1413980	124.0
0.1413990	124.0
0.1414000	124.0
0.1414010	124.0
0.1414020	124.0
0.1414030	124.0
0.1414040	124.0
0.1414050	124.0
0.1414060	124.0
0.1414070	124.0
0.1414080	124.0
0.1414090	124.0
0.1414100	124.0
0.1414110	124.0
0.1414120	124.0
0.1414130	124.0
0.1414140	124.0
0.1414150	124.0
0.1414160	124.0
0.1414170	124.0
0.1414180	124.0
0.1414190	124.0
0.1414200	124.0
0.1414210	124.0
0.1414220	124.0
0.1414230	124.0
0.1414240	124.0
0.1414250	124.0
0.1414260	124.0
0.1414270	124.0
0.1414280	124.0
0.1414290	124.0
0.1414300	124.0
0.1414310	124.0
0.1414320	124.0
0.1414330	124.0
0.1414340	124.0
0.1414350	124.0
0.1414360	124.0
0.1414370	124.0
0.1414380	124.0
0.1414390	124.0
0.1414400	124.0
0.1414410	124.0
0.1414420	124.0
0.1414430	124.0
0.1414440	125.0
0.1414450	125.0
0.1414460	125.0
0.1414470	125.0
0.1414480	125.0
0.1414490	125.0
0.1414500	125.0
0.1414510	125.0
0.1414520	125.0
0.1414530	125.0
0.1414540	125.0
0.1414550	125.0
0.1414560	125.0
0.1414570	125.0
0.1414580	125.0
0.1414590	125.0
0.1414600	125.0
0.1414610	125.0
0.1414620	125.0
0.1414630	125.0
0.1414640	125.0
0.1414650	125.0
0.1414660	125.0
0.1414670	124.0
0.1414680	124.0
0.1414690	124.0
0.1414700	124.0
0.1414710	124.0
0.1414720	124.0
0.1414730	123.0
0.1414740	123.0
0.1414750	123.0
